isbn,author
9780140449174,Richard Pevear
9780140449211,Suetonius
9780140449235,Friedrich Nietzsche
9780140449242,Fyodor Dostoyevsky
9780140449280,Plato
9780140449280,Hugh Tredennick
9780140449327,Virgil
9780140449495,Aristotle
9780140449518,Aristophanes
9780140449518,David Barrett
9780140449518,Alan H. Sommerstein
9780140449778,Alexandre Dumas
9780140502015,Robert McCloskey
9780140502879,Robert McCloskey
9780140503449,Astrid Lindgren
9780140503449,Ilon Wikland
9780140568196,Roald Dahl
9780140568196,Quentin Blake
9780140620122,Emily Brontë
9780140620221,Jane Austen
9780140620474,Thomas Hardy
9780140620634,Bram Stoker
9780140621624,E. Nesbit
9780140714531,William Shakespeare
9780140714548,William Shakespeare
9780140714555,William Shakespeare
9780140771978,Kathleen Parkinson
9780140817782,Roald Dahl
9780141000183,Joanne Harris
9780141000190,Helen Fielding
9780141000589,William Shakespeare
9780141001821,Nathaniel Philbrick
9780141001876,Jack Kerouac
9780141002989,Ian Fleming
9780141005348,Paul Davies
9780141007458,Mary Roach
9780141007472,Marian Keyes
9780141010311,Clive Cussler
9780141010311,Craig Dirgo
9780141010373,Jamie Oliver
9780141011110,Brian Greene
9780141013459,Dave Eggers
9780141013954,William Shakespeare
9780141013954,Peter Holland
9780141014081,Art Spiegelman
9780141015088,Julie Orringer
9780141016702,William Shakespeare
9780141016702,Adrian Poole
9780141019994,Michael Moore
9780141180366,Marcel Proust
9780141180632,Thomas Pynchon
9780141180670,Knut Hamsun
9780141180946,Donald Barthelme
9780141181288,Sigrid Undset
9780141182490,Virginia Woolf
9780141182582,Dorothy Parker
9780141182803,James Joyce
9780141182865,John Kennedy Toole
9780141183022,Jorge Luis Borges
9780141183022,Eliot Weinberger
9780141183220,Vladimir Nabokov
9780141183220,Vladimir Vladimirovich Nabokov
9780141183350,Edward Morgan Forster
9780141183534,Virginia Woolf
9780141183596,F. Scott Fitzgerald
9780141183718,Anais Nin
9780141183725,George Orwell
9780141183787,Elspeth Huxley
9780141184272,Virginia Woolf
9780141184289,Jaroslav Hašek
9780141184296,Eugène Ionesco
9780141184845,Jorge Luis Borges
9780141184883,Jack Kerouac
9780141184999,Gabriel García Márquez
9780141185118,John Steinbeck
9780141185132,Albert Camus
9780141185163,George Orwell
9780141185323,Virginia Woolf
9780141185361,Gertrude Stein
9780141185491,Jean-Paul Sartre
9780141185491,Robert Baldick
9780141185750,Federico García Lorca
9780141185750,Michael Dewell
9780141185750,Carmen Zapata
9780141185910,James Baldwin
9780141185934,Truman Capote
9780141186078,John Steinbeck
9780141186160,Iris Murdoch
9780141186177,Iris Murdoch
9780141186184,Knut Hamsun
9780141186351,James Baldwin
9780141186696,Iris Murdoch
9780141187068,H. P. Lovecraft
9780141187198,Isak Dinesen
9780141187426,Edward W. Said
9780141187884,Ken Kesey
9780141303352,Humphrey Carpenter
9780141304311,William Sleator
9780141306391,William Sleator
9780141307411,Benjamin Lebert
9780141309408,Garth Nix
9780141310343,Roald Dahl
9780141310688,Lloyd Alexander
9780141310695,Lloyd Alexander
9780141311357,Roald Dahl
9780141311357,Quentin Blake
9780141311401,Roald Dahl
9780141314570,S. E. Hinton
9780141439334,Ernest William Hornung
9780141439471,Mary Wollstonecraft Shelley
9780141439501,George Bernard Shaw
9780141439518,Jane Austen
9780141439587,Jane Austen
9780141439600,Charles Dickens
9780141439617,Wilkie Collins
9780141439624,George Eliot
9780141439631,Henry James
9780141439808,Jane Austen
9780141439822,Daniel Defoe
9780141439839,William Makepeace Thackeray
9780141439907,Henry James
9780141439969,Charles Dickens
9780141441115,H.G. Wells
9780141441160,Edward Morgan Forster
9780141441160,Pankaj Mishra
9780142000083,Herman Melville
9780142000205,Gwyn Hyman Rubio
9780142000212,Helen Fielding
9780142000281,David Allen
9780142000656,John Steinbeck
9780142000687,John Steinbeck
9780142000700,John Steinbeck
9780142001615,Mark Kurlansky
9780142001806,Jasper Fforde
9780142002001,J. M. Coetzee
9780142002261,Stefan Fatsis
9780142002803,Antony Beevor
9780142002834,Elizabeth Gilbert
9780142002889,Tess Uriza Holthe
9780142003268,Ian Fleming
9780142003299,Ian Fleming
9780142003343,Steven Pinker
9780142003442,Garrison Keillor
9780142003565,Nancy MacDonell Smith
9780142003565,Nancy MacDonell
9780142003718,Brian Hall
9780142003800,T. Coraghessan Boyle
9780142004104,Rebecca Solnit
9780142004203,Norman Sherry
9780142004456,Andrea Camilleri
9780142180044,Raymond Queneau
9780142180099,Iris Murdoch
9780142300848,Jean Van Leeuwen
9780142301449,Lloyd Alexander
9780142302279,Roald Dahl
9780142302330,Robin McKinley
9780142302453,Roald Dahl
9780142302453,Quentin Blake
9780142402481,Brian Jacques
9780142402481,David Elliot
9780142402498,Astrid Lindgren
9780142402931,Sylvia Engdahl
9780142403013,Patricia A. McKillip
9780142403204,Sharyn November
9780142404201,Roald Dahl
9780142405741,Blake Nelson
9780142406199,Paula Danziger
9780142407226,Diana Wynne Jones
9780142407578,Mike Lupica
9780142407929,Roald Dahl
9780142407929,David Wood
9780142407929,Jane Walmsley
9780142408759,Peter S. Beagle
9780142437018,Frances Hodgson Burnett
9780142437117,Abigail Adams
9780142437209,Charlotte Brontë
9780142437254,Jack Kerouac
9780142437285,William Faulkner
9780142437308,Graham Greene
9780142437544,Dante Alighieri
9780142437551,Arthur Miller
9780142437636,William Gaddis
9780142437766,Edward John Moreton Drax Plunkett Baron Dunsany
9780142437780,John Adams
9780142437889,Jorge Luis Borges
9780142437889,Andrew Hurley
9780142437896,Jorge Luis Borges
9780142437896,Andrew Hurley
9780142437919,Graham Greene
9780142500378,Sylvia Louise Engdahl
9780142501184,Brian Jacques
9780142501528,Brian Jacques
9780142501528,Gary Chalk
9780143030904,Shashi Tharoor
9780143034360,Karen Armstrong
9780143034605,Andrea Camilleri
9780143034759,Ron Chernow
9780143034902,Carlos Ruiz Zafón
9780143035169,Carol Shields
9780143035749,Mary Karr
9780143035831,Cornel West
9780143036067,Jack Kerouac
9780143036067,Douglas Brinkley
9780143036081,T. R. Reid
9780143036241,Edward Gibbon
9780143036357,George Orwell
9780143036388,Jack Kerouac
9780143036395,Carol Shields
9780143036555,Jared M. Diamond
9780143036661,Geraldine Brooks
9780143036692,Sue Monk Kidd
9780143036838,June Casagrande
9780143036937,John Berendt
9780143036975,G. Richard Shell
9780143037149,Kim Edwards
9780143037231,Jasper Fforde
9780143037392,Jim Trelease
9780143037439,T. Coraghessan Boyle
9780143037484,Andrea Camilleri
9780143037491,Jean-Jacques Rousseau
9780143037491,Maurice Cranston
9780143037576,Søren Kierkegaard
9780143037613,Charles Dickens
9780143037613,Nicola Bradbury
9780143037675,Garrison Keillor
9780143037682,Garrison Keillor
9780143037835,Yvon Chouinard
9780143038092,Amy Tan
9780143038108,Amy Tan
9780143038313,Georges Simenon
9780143038313,David Watson
9780143038412,Elizabeth Gilbert
9780143038825,William Easterly
9780143039020,Graham Greene
9780143039020,Robert Stone
9780143039105,Graham Greene
9780143039143,Robertson Davies
9780143039143,Wayne Johnston
9780143039310,Marcel Proust
9780143039433,John Steinbeck
9780143039495,Murasaki Shikibu
9780143039501,Jane Austen
9780143039570,Saul Bellow
9780143039570,Christopher Hitchens
9780143039600,Jack Kerouac
9780143039655,R. K. Narayan
9780143039853,S. E. Hinton
9780143039853,Jodi Picoult
9780143039860,Ken Kesey
9780143039938,Jorge Luis Borges
9780143039938,Margarita Guerrero
9780143039938,Andrew Hurley
9780143039938,Peter Sís
9780143039945,Thomas Pynchon
9780143104827,Pedro Calderón de la Barca
9780143104902,Rebecca West
9780151009985,Virginia Woolf
9780151010264,George Orwell
9780151461547,Janet Flanner
9780151461547,Irving Drutman
9780152000172,Robin McKinley
9780152018481,Melinda Long
9780152018481,David Shannon
9780152045739,Hildegarde Hoyt Swift
9780152045739,Lynd Ward
9780152046996,Avi
9780152049676,Lauren Stringer
9780152050863,Carolyn Meyer
9780152051242,Ursula K. Le Guin
9780152052607,Eleanor Estes
9780152054472,Carolyn Meyer
9780152056780,Ursula K. Le Guin
9780152057084,Janet S. Wong
9780152057084,Margaret Chodos-Irvine
9780152057640,Laura Bowers
9780152057664,Adam Rex
9780152758516,Eleanor Estes
9780156001267,Allen Mandelbaum
9780156001458,Gary Paulsen
9780156002080,James Morrow
9780156003650,Octavio Paz
9780156004800,Robert Penn Warren
9780156005203,José Saramago
9780156005203,Giovanni Pontiero
9780156006248,José Saramago
9780156007474,Emma Donoghue
9780156007757,José Saramago
9780156007757,Giovanni Pontiero
9780156010597,José Saramago
9780156010597,Margaret Jull Costa
9780156011464,Wislawa Szymborska
9780156011464,Stanisław Barańczak
9780156011464,Clare Cavanagh
9780156011655,Claire Messud
9780156013031,José Saramago
9780156026987,Jimmy Buffett
9780156027595,Stanislaw Lem
9780156027656,Aristophanes
9780156027656,Dudley Fitts
9780156027786,Virginia Woolf
9780156027915,Virginia Woolf
9780156027915,Leonard Woolf
9780156028066,Virginia Woolf
9780156028790,José Saramago
9780156028974,Jonathan Lethem
9780156029025,Dennis Lehane
9780156029063,Umberto Eco
9780156029322,Virginia Woolf
9780156029322,Stella McNichol
9780156030168,Abraham B. Yehoshua
9780156030168,Hillel Halkin
9780156030274,Joyce Carol Oates
9780156030304,Daniel Keyes
9780156030410,Virginia Woolf
9780156030410,Susan Gubar
9780156030472,Virginia Woolf
9780156030489,Faïza Guène
9780156030489,Sarah Adams
9780156030939,Michelle Tea
9780156031639,Virginia Woolf
9780156031639,Jane Marcus
9780156031639,Mark Hussey
9780156032117,Salvador Plascencia
9780156032292,Julia Briggs
9780156032391,Umberto Eco
9780156032599,William C. Davis
9780156032971,Umberto Eco
9780156118705,Virginia Woolf
9780156119078,Tomie DePaola
9780156189217,Eudora Welty
9780156212502,Virginia Woolf
9780156260275,Anaïs Nin
9780156260329,Anaïs Nin
9780156260367,Virginia Woolf
9780156260374,Virginia Woolf
9780156260381,Virginia Woolf
9780156260398,Virginia Woolf
9780156260404,Virginia Woolf
9780156260558,Italo Calvino
9780156272506,Anaïs Nin
9780156286510,Philip Nicholas Furbank
9780156306300,Stanislaw Lem
9780156400572,Anaïs Nin
9780156421171,George Orwell
9780156443005,Anaïs Nin
9780156443791,William Golding
9780156453806,Italo Calvino
9780156508872,Virginia Woolf
9780156572040,Italo Calvino
9780156619189,Virginia Woolf
9780156628709,Virginia Woolf
9780156631402,Jan Struther
9780156632775,Thomas Stearns Eliot
9780156659758,Italo Calvino
9780156701600,Virginia Woolf
9780156701600,Adeline Virginia Stephen Woolf
9780156701761,George Orwell
9780156717205,Andy Warhol
9780156907392,Virginia Woolf
9780156913218,Umberto Eco
9780156932509,Italo Calvino
9780156935906,Virginia Woolf
9780156948708,Thomas Stearns Eliot
9780156948708,Ezra Pound
9780156949521,Italo Calvino
9780156949606,Virginia Woolf
9780192752536,Noel Streatfeild
9780192752796,Diana Wynne Jones
9780192781536,Herman Melville
9780192781536,Geraldine McCaughrean
9780192781536,Victor G. Ambrus
9780192801739,Joseph Conrad
9780192801975,Peter Singer
9780192802378,Jane Austen
9780192802385,Jane Austen
9780192802637,Jane Austen
9780192802644,Jane Austen
9780192802774,Plato
9780192802774,Robin Waterfield
9780192803467,Geraldine Pinch
9780192804099,John Milton
9780192805348,Jonathan Swift
9780192805348,Claude Rawson
9780192805348,Ian Higgins
9780192806949,Charles Dickens
9780192807267,Voltaire
9780192807298,Oscar Wilde
9780192822758,Jean-Jacques Rousseau
9780192822895,Emile Zola
9780192822895,Elinor Dorday
9780192822895,Robert Lethbridge
9780192824257,Herodotus
9780192824547,Robin Waterfield
9780192831873,Sir Walter Scott
9780192832436,Miguel de Cervantes Saavedra
9780192832436,Lesley Lipson
9780192832603,Euripides
9780192832603,James Morwood
9780192832979,Jane Austen
9780192833006,Tacitus
9780192833075,Wilkie Collins
9780192833594,Charles Dickens
9780192833600,Geoffrey Chaucer
9780192833600,David Wright
9780192833761,Oscar Wilde
9780192833983,Leo Tolstoy
9780192833983,graf Leo Tolstoy
9780192834409,Horace Walpole
9780192834423,Henry James
9780192835024,Dante Alighieri
9780192835024,Charles Hubert Sisson
9780192835024,David H. Higgins
9780192835079,Hans Christian Andersen
9780192835093,Fyodor Dostoevsky
9780192835093,Ignat Avsey
9780192835437,Henry James
9780192835857,Saint Thomas (Aquinas)
9780192836021,Émile Zola
9780192836229,Gustave Flaubert
9780192836366,Johann Wolfgang von Goethe
9780192836380,Alexandre Dumas
9780192836380,David Coward
9780192836892,Ivan Sergeevich Turgenev
9780192837622,Herman Melville
9780192837684,Virgil
9780192837806,George Eliot
9780192838742,Denis Diderot
9780192838971,Leonardo Da Vinci
9780192838971,Leonardo (da Vinci)
9780192838995,Alexander Pushkin
9780192838995,James E. Falen
9780192839190,James Matthew Barrie
9780192839572,Jm Stendhal
9780192839701,Virginia Woolf
9780192839992,James Joyce
9780192840318,Fanny Burney
9780192840509,Laura Gibbs
9780192840745,James Edward Austen-Leigh
9780192840943,Catherine Osborne
9780192854520,Henry Chadwick
9780192862099,John Maynard Smith
9780192862099,Eörs Szathmáry
9780192875341,Henry Chadwick
9780194230353,Sir Arthur Conan Doyle
9780195023664,David Hackett Fischer
9780195061666,Euripides
9780195069051,David Hackett Fischer
9780195087444,Dante Alighieri
9780195098310,David Hackett Fischer
9780195101287,G. Edward White
9780195108965,Vera John-Steiner
9780195117950,Stephanie McCurry
9780195119206,Robert L. O'Connell
9780195121216,David Hackett Fischer
9780195125986,Euripides
9780195125986,Reginald Gibbons
9780195125986,Charles Segal
9780195135794,Frederick K. Goodwin
9780195135794,Kay Redfield Jamison
9780195135923,Aeschylus
9780195144819,Simón Bolívar
9780195145663,Eurípides
9780195145663,Michael Collier
9780195145663,Georgia Machemer
9780195145816,David John Chalmers
9780195153828,John Lindow
9780195168952,James M. McPherson
9780195169249,John Perry
9780195169249,Michael Bratman
9780195169249,John Martin Fischer
9780195174472,John Lewis Gaddis
9780195300925,David L. Holmes
9780195309683,Ted Steinberg
9780195325928,Stewart Shapiro
9780198140818,Aristophanes
9780198140818,S. Douglas Olson
9780198144960,Aristophanes
9780198144960,Jeffrey Henderson
9780198320210,William Shakespeare
9780198320272,William Shakespeare
9780198320548,William Shakespeare
9780198321460,William Shakespeare
9780198321477,William Shakespeare
9780198601739,Oxford University Press
9780198601739,TME.
9780198711551,Helen Cooper
9780198752752,Anthony Kenny
9780198782742,Will Kymlicka
9780199120093,Aristophanes
9780199203611,Alexander Pope
9780199205646,Nick Lane
9780199264797,Ted Honderich
9780199265770,Henry Chadwick
9780199267170,William Shakespeare
9780199280162,Henry Chadwick
9780199296095,Jonathan Wolff
9780201408256,Richard P. Feynman
9780201748673,John Tollett
9780201748673,Robin Williams
9780201748673,David Rohr
9780205479801,Robert L. Benedetti
9780224060875,Lance Armstrong
9780224060875,Sally Jenkins
9780224063029,Chuck Palahniuk
9780224064736,Lance Armstrong
9780224064736,Sally Jenkins
9780224072656,Chris Ware
9780226014906,Robert Allison
9780226020457,Ivo Andríc
9780226025971,Hannah Arendt
9780226025971,Joanna Vecchiarelli Scott
9780226025971,Judith Chelius Stark
9780226042756,Plato
9780226042756,Seth Benardete
9780226066660,Jürgen Habermas
9780226066660,Giovanna Borradori
9780226066660,Jacques Derrida
9780226134345,Robert A. Dahl
9780226142692,John D'Emilio
9780226142814,Jacques Derrida
9780226204055,Mircea Eliade
9780226204192,Mircea Eliade
9780226300689,Nikolai Gogol
9780226300689,Николай Васильевич Гоголь
9780226301198,Simon Goldhill
9780226307657,Sophocles
9780226307657,Aeschylus
9780226307657,Euripides
9780226307664,Aeschylus
9780226307664,Sophocles
9780226307664,Euripides
9780226307756,David Grene
9780226307756,Richmond Lattimore
9780226307787,Esquilo
9780226307787,Aeschylus
9780226307800,Euripides
9780226307947,Aeschylus
9780226307947,David Grene
9780226321325,Herman Melville
9780226323985,Alexander Heidel
9780226329659,Hesiod
9780226424156,Alice Kaplan
9780226443225,Eric Klinenberg
9780226467719,George Lakoff
9780226500607,Norman Maclean
9780226500621,Norman Maclean
9780226675763,Richard A. Posner
9780226677149,Anthony Powell
9780226735191,Jean-Paul Sartre
9780226777108,Leo Strauss
9780226777108,Joseph Cropsey
9780226817415,Fred Turner
9780231054751,Theodosius Dobzhansky
9780231073370,Sei Shōnagon
9780231082815,Kōbō Abe
9780231104470,Larry P. Gross
9780231104470,James D. Woods
9780231109253,Emma Donoghue
9780231118958,Judith Butler
9780231121002,Jean Baudrillard
9780231121002,Julia Witwer
9780231121255,Usāmah ibn Munqidh
9780231121255,Philip Khuri Hitti
9780231121897,Nicolas Tredell
9780231121910,Nathaniel Hawthorne
9780231124270,Claire Brennan
9780231124928,Todd Gitlin
9780231124928,Professor of Culture Journalism and Sociology Todd Gitlin
9780231138703,Michael J. Mauboussin
9780231138765,Gilles Deleuze
9780237525378,Pauline Francis
9780237525378,Charles Dickens
9780237526887,Jules Verne
9780237526887,Pauline Francis
9780240805412,Sam Kauffmann
9780240806082,Michael Rabiger
9780241003008,Eric Carle
9780241142462,Dave Eggers
9780241912720,Elwyn Brooks White
9780252008078,Robert E. Hemenway
9780252019814,James Thomas Farrell
9780252019814,Professor James T Farrell
9780253201621,Alighieri Dante
9780253201621,Dante Alighieri
9780253202178,Umberto Eco
9780253203182,Umberto Eco
9780253204783,Martin Heidegger
9780253209108,Martin Heidegger
9780253209306,Dante (Alighieri)
9780253209306,Dante Alighieri
9780253214690,Bill Nichols
9780261102200,John Ronald Reuel Tolkien
9780261102200,Christopher Tolkien
9780261102262,John Ronald Reuel Tolkien
9780261102262,Christopher Tolkien
9780261102309,J. R. R. Tolkien
9780261102422,John Ronald Reuel Tolkien
9780261102637,John Ronald Reuel Tolkien
9780261103306,John Ronald Reuel Tolkien
9780261103306,Alan Lee
9780261103665,John Ronald Reuel Tolkien
9780262240512,Slavoj Žižek
9780262510875,Harold Abelson
9780262510875,Gerald Jay Sussman
